Symbol,Security Name,Exchange
SVIV,Spring Valley Acquisition Corp. IV - Class A Ordinary Shares,NASDAQ
SVIVU,Spring Valley Acquisition Corp. IV - Units,NASDAQ
SVIVW,Spring Valley Acquisition Corp. IV - Warrants,NASDAQ
SVRA,"Savara, Inc. - Common Stock",NASDAQ
SVRE,SaverOne 2014 Ltd. - American Depositary Shares,NASDAQ
SVREW,SaverOne 2014 Ltd. - Warrant,NASDAQ
SVRN,OceanPal Inc. - Common Stock,NASDAQ
SWAG,"Stran & Company, Inc. - Common Stock",NASDAQ
SWAGW,"Stran & Company, Inc. - Warrant",NASDAQ
SWBI,"Smith & Wesson Brands, Inc. - Common Stock",NASDAQ
SWIM,"Latham Group, Inc. - Common Stock",NASDAQ
SWKH,SWK Holdings Corporation - Common Stock,NASDAQ
SWKHL,SWK Holdings Corporation - 9.00% Senior Notes due 2027,NASDAQ
SWKS,"Skyworks Solutions, Inc. - Common Stock",NASDAQ
SWMR,"Swarmer, Inc - common stock",NASDAQ
SWP,SWP Growth & Income ETF,NASDAQ
SWVL,Swvl Holdings Corp - Ordinary Shares,NASDAQ
SWVLW,Swvl Holdings Corp - Warrant,NASDAQ
SXTC,"China SXT Pharmaceuticals, Inc. - Class A Ordinary Shares",NASDAQ
SXTP,"60 Degrees Pharmaceuticals, Inc. - Common Stock",NASDAQ
SXTPW,"60 Degrees Pharmaceuticals, Inc. - Warrant",NASDAQ
SY,So-Young International Inc. - American Depository Shares,NASDAQ
SYBT,"Stock Yards Bancorp, Inc. - Common Stock",NASDAQ
SYM,Symbotic Inc. - Class A Common Stock,NASDAQ
SYNA,Synaptics Incorporated - Common Stock,NASDAQ
SYPR,"Sypris Solutions, Inc. - Common Stock",NASDAQ
SYRE,"Spyre Therapeutics, Inc. - Common Stock",NASDAQ
SYZ,Lazard US Systematic Small Cap Equity ETF,NASDAQ
SZZL,Sizzle Acquisition Corp. II - Class A ordinary shares,NASDAQ
SZZLR,Sizzle Acquisition Corp. II - Right,NASDAQ
SZZLU,Sizzle Acquisition Corp. II - Unit,NASDAQ
TACH,Titan Acquisition Corp. - Class A Ordinary Shares,NASDAQ
TACHU,Titan Acquisition Corp. - Units,NASDAQ
TACHW,Titan Acquisition Corp. - Warrants,NASDAQ
TACO,Berto Acquisition Corp. - Ordinary Shares,NASDAQ
TACOU,Berto Acquisition Corp. - unit,NASDAQ
TACOW,Berto Acquisition Corp. - Warrant,NASDAQ
TACT,TransAct Technologies Incorporated - Common Stock,NASDAQ
TALK,"Talkspace, Inc. - Common Stock",NASDAQ
TALKW,"Talkspace, Inc. - Warrant",NASDAQ
TANH,Tantech Holdings Ltd. - Class A Common Shares,NASDAQ
TAOP,Taoping Inc. - Ordinary Shares,NASDAQ
TAOX,Tao Synergies Inc. - Common Stock,NASDAQ
TAOZ,Thornburg American Opportunities Fund,NASDAQ
TARA,"Protara Therapeutics, Inc.  - Common Stock",NASDAQ
TARK,Tradr 2X Long Innovation ETF,NASDAQ
TARS,"Tarsus Pharmaceuticals, Inc. - Common Stock",NASDAQ
TASK,"TaskUs, Inc. - Class A Common Stock",NASDAQ
TATT,TAT Technologies Ltd. - Ordinary Shares,NASDAQ
TAVI,Tavia Acquisition Corp. - Ordinary Shares,NASDAQ
TAVIR,Tavia Acquisition Corp. - Right,NASDAQ
TAVIU,Tavia Acquisition Corp. - Unit,NASDAQ
TAX,Cambria Tax Aware ETF,NASDAQ
TAXE,Intermediate Municipal Income ETF,NASDAQ
TAXI,Northern Trust Intermediate Tax-Exempt Bond ETF,NASDAQ
TAXS,Northern Trust Short-Term Tax-Exempt Bond ETF,NASDAQ
TAXT,Northern Trust Tax-Exempt Bond ETF,NASDAQ
TAYD,"Taylor Devices, Inc. - Common Stock",NASDAQ
TBBK,"The Bancorp, Inc. - Common Stock",NASDAQ
TBCH,Turtle Beach Corporation - Common Stock,NASDAQ
TBH,"Brag House Holdings, Inc. - Common Stock",NASDAQ
TBHC,"The Brand House Collective, Inc - Common Stock",NASDAQ
TBIL,F/m US Treasury 3 Month Bill Fund,NASDAQ
TBLA,Taboola.com Ltd. - Ordinary Shares,NASDAQ
TBLAW,Taboola.com Ltd. - Warrant,NASDAQ
TBLD,Thornburg Income Builder Opportunities Trust - Closed End Fund,NASDAQ
TBPH,"Theravance Biopharma, Inc. - Ordinary Shares",NASDAQ
TBRG,"TruBridge, Inc. - Common Stock",NASDAQ
TC,Token Cat Limited - American Depositary Shares,NASDAQ
TCBI,"Texas Capital Bancshares, Inc. - Common Stock",NASDAQ
TCBIO,"Texas Capital Bancshares, Inc. - Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B",NASDAQ
TCBK,TriCo Bancshares - Common Stock,NASDAQ
TCBS,"Texas Community Bancshares, Inc. - Common Stock",NASDAQ
TCHI,iShares MSCI China Multisector Tech ETF,NASDAQ
TCMD,"Tactile Systems Technology, Inc. - Common Stock",NASDAQ
TCOM,Trip.com Group Limited - American Depositary Shares,NASDAQ
TCPC,BlackRock TCP Capital Corp. - Closed End Fund,NASDAQ
TCRT,"Alaunos Therapeutics, Inc. - Common Stock",NASDAQ
TCRX,"TScan Therapeutics, Inc. - Common Stock",NASDAQ
TCX,Tucows Inc. - Common Stock,NASDAQ
TDAC,Translational Development Acquisition Corp. - Ordinary Shares,NASDAQ
TDACU,Translational Development Acquisition Corp. - Units,NASDAQ
TDACW,Translational Development Acquisition Corp. - Warrants,NASDAQ
TDI,Touchstone Dynamic International ETF,NASDAQ
TDIC,Dreamland Limited - Class A Ordinary Shares,NASDAQ
TDIV,First Trust NASDAQ Technology Dividend Index Fund,NASDAQ
TDOG,21shares Dogecoin ETF,NASDAQ
TDOT,21shares Polkadot ETF,NASDAQ
TDSB,ETC Cabana Target Beta ETF,NASDAQ
TDSC,ETC Cabana Target Drawdown 10 ETF,NASDAQ
TDTH,Trident Digital Tech Holdings Ltd - American Depository Shares,NASDAQ
TDUP,ThredUp Inc. - Class A Common Stock,NASDAQ
TDWD,Tailwind 2.0 Acquisition Corp. - Class A Ordinary Shares,NASDAQ
TDWDR,Tailwind 2.0 Acquisition Corp. - Rights,NASDAQ
TDWDU,Tailwind 2.0 Acquisition Corp. - Unit,NASDAQ
TEAD,Teads Holding Co. - Common Stock,NASDAQ
TEAM,Atlassian Corporation  - Class A Common Stock,NASDAQ
TECH,Bio-Techne Corp - Common Stock,NASDAQ
TECX,"Tectonic Therapeutic, Inc. - Common Stock",NASDAQ
TEKX,State Street Galaxy Transformative Tech Accelerators ETF,NASDAQ
TEKY,Lazard Next Gen Technologies ETF,NASDAQ
TELA,"TELA Bio, Inc. - Common stock",NASDAQ
TELO,"Telomir Pharmaceuticals, Inc. - Common Stock",NASDAQ
TEM,"Tempus AI, Inc. - Class A Common Stock",NASDAQ
TENB,"Tenable Holdings, Inc. - Common Stock",NASDAQ
TENX,"Tenax Therapeutics, Inc. - Common Stock",NASDAQ
TER,"Teradyne, Inc. - Common Stock",NASDAQ
TERG,Leverage Shares 2X Long TER Daily ETF,NASDAQ
TERN,"Terns Pharmaceuticals, Inc. - Common Stock",NASDAQ
TEXN,iShares Texas Equity ETF,NASDAQ
TEXX,Horizon Kinetics Texas ETF,NASDAQ
TFGZ,Thornburg Focus Growth Fund,NASDAQ
TFNS,T. Rowe Price Financials ETF,NASDAQ
TFSL,TFS Financial Corporation - Common Stock,NASDAQ
TGHL,The GrowHub Limited - Class A Ordinary Shares,NASDAQ
TGL,Treasure Global Inc. - Common Stock,NASDAQ
TGTX,"TG Therapeutics, Inc. - Common Stock",NASDAQ
TH,Target Hospitality Corp. - Common Stock,NASDAQ
THCH,TH International Limited - Ordinary shares,NASDAQ
THFF,First Financial Corporation  - Common Stock,NASDAQ
THH,TryHard Holdings Limited - Ordinary Shares,NASDAQ
THMZ,Lazard Equity Megatrends ETF,NASDAQ
THRM,Gentherm Inc - Common Stock,NASDAQ
THRV,Prospera Income ETF,NASDAQ
THRY,"Thryv Holdings, Inc. - Common Stock",NASDAQ
THYM,T. Rowe Price High Income Municipal ETF,NASDAQ
TIGO,Millicom International Cellular S.A. - Common Stock,NASDAQ
TIGR,UP Fintech Holding Limited - American Depositary Shares representing fifteen Class A Ordinary Shares,NASDAQ
TIL,"Instil Bio, Inc. - Common Stock",NASDAQ
TILE,"Interface, Inc. - Common Stock",NASDAQ
TIPT,Tiptree Inc. - Common Stock,NASDAQ
TITN,Titan Machinery Inc. - Common Stock,NASDAQ
TIVC,"Tivic Health Systems, Inc. - Common stock",NASDAQ
TJGC,TJGC Group Limited - ordinary shares,NASDAQ
TKLF,"Tokyo Lifestyle Co., Ltd. - American Depositary Shares",NASDAQ
TKNO,"Alpha Teknova, Inc. - Common Stock",NASDAQ
TLA,GraniteShares Autocallable TSLA ETF,NASDAQ
TLF,"Tandy Leather Factory, Inc. - common stock",NASDAQ
TLG,Touchstone Large Company Growth ETF,NASDAQ
TLIH,Ten-League International Holdings Limited - Ordinary Shares,NASDAQ
TLN,Talen Energy Corporation - Common Stock,NASDAQ
TLNC,Talon Capital Corp. - Class A Ordinary Shares,NASDAQ
TLNCU,Talon Capital Corp. - Units,NASDAQ
TLNCW,Talon Capital Corp. - Warrants,NASDAQ
TLPH,"Talphera, Inc. - Common Stock",NASDAQ
TLRY,"Tilray Brands, Inc. - Common Stock",NASDAQ
TLS,Telos Corporation - Common Stock,NASDAQ
TLSA,Tiziana Life Sciences Ltd - Common Shares,NASDAQ
TLSI,"TriSalus Life Sciences, Inc. - Common Stock",NASDAQ
TLSIW,"TriSalus Life Sciences, Inc. - Warrant",NASDAQ
TLT,iShares 20+ Year Treasury Bond ETF,NASDAQ
TLX,Telix Pharmaceuticals Limited - American Depositary Shares,NASDAQ
TMB,Thornburg Multi Sector Bond ETF,NASDAQ
TMC,TMC the metals company Inc. - Common Stock,NASDAQ
TMCI,"Treace Medical Concepts, Inc. - Common Stock",NASDAQ
TMCWW,TMC the metals company Inc. - Warrant,NASDAQ
TMDX,"TransMedics Group, Inc. - Common Stock",NASDAQ
TMED,T. Rowe Price Health Care ETF,NASDAQ
TMET,iShares Transition-Enabling Metals ETF,NASDAQ
TMNL,T. Rowe Price Long Municipal Income ETF,NASDAQ
TMNS,T. Rowe Price Short Municipal Income ETF,NASDAQ
TMSF,T. Rowe Price Multi-Sector Income ETF,NASDAQ
TMTS,Spartacus Acquisition Corp. II - Class A Ordinary Shares,NASDAQ
TMTSU,Spartacus Acquisition Corp. II - Unit,NASDAQ
TMTSW,Spartacus Acquisition Corp. II - Warrants,NASDAQ
TMUS,"T-Mobile US, Inc. - Common Stock",NASDAQ
TMUSI,"T-Mobile US, Inc. - 5.500% Senior Notes due June 2070",NASDAQ
TMUSL,"T-Mobile US, Inc. - 6.250% Senior Notes due 2069",NASDAQ
TMUSZ,"T-Mobile US, Inc. - 5.500% Senior Notes due March 2070",NASDAQ
TNDM,"Tandem Diabetes Care, Inc. - Common Stock",NASDAQ
TNGX,"Tango Therapeutics, Inc. - Common Stock",NASDAQ
TNMG,TNL Mediagene - Ordinary Shares,NASDAQ
TNON,"Tenon Medical, Inc. - Common Stock",NASDAQ
TNONW,"Tenon Medical, Inc. - Warrant",NASDAQ
TNXP,Tonix Pharmaceuticals Holding Corp. - Common Stock,NASDAQ
TNXT,T. Rowe Price Innovation Leaders ETF,NASDAQ
TNYA,"Tenaya Therapeutics, Inc. - Common Stock",NASDAQ
TOI,"The Oncology Institute, Inc. - Common Stock",NASDAQ
TOIIW,"The Oncology Institute, Inc. - Warrant",NASDAQ
TOMZ,"TOMI Environmental Solutions, Inc. - Common Stock",NASDAQ
TONX,TON Strategy Company - Common Stock,NASDAQ
TOP,TOP Financial Group Limited - Class A Ordinary Shares,NASDAQ
TORO,Toro Corp. - Common stock,NASDAQ
TOUR,Tuniu Corporation - American Depositary Shares,NASDAQ
TOWN,Towne Bank - Common Stock,NASDAQ
TOYO,"TOYO Co., Ltd - Ordinary Shares",NASDAQ
TPCS,TechPrecision Corporation - Common stock,NASDAQ
TPG,TPG Inc. - Class A Common Stock,NASDAQ
TPGXL,TPG Inc. - 6.950% Fixed-Rate Junior Subordinated Notes due 2064,NASDAQ
TPLS,Thornburg Core Plus Bond ETF,NASDAQ
TPST,"Tempest Therapeutics, Inc. - Common Stock",NASDAQ
TQQQ,ProShares UltraPro QQQ,NASDAQ
TQQY,GraniteShares YieldBOOST QQQ ETF,NASDAQ
TRAW,"Traws Pharma, Inc. - Common Stock",NASDAQ
TRBF,Angel Oak Total Return ETF,NASDAQ
TRDA,"Entrada Therapeutics, Inc. - Common Stock",NASDAQ
TREE,"LendingTree, Inc. - Common Stock",NASDAQ
TRGSU,TRG Latin America Acquisitions Corp. - Units,NASDAQ
TRI,Thomson Reuters Corp - Common Shares,NASDAQ
TRIB,Trinity Biotech plc - American Depositary Shares,NASDAQ
TRIN,Trinity Capital Inc. - Common Stock,NASDAQ
TRINI,Trinity Capital Inc. - 7.875% Notes Due 2029,NASDAQ
TRINZ,Trinity Capital Inc. - 7.875% Notes due 2029,NASDAQ
TRIP,"TripAdvisor, Inc. - Common Stock",NASDAQ
TRMB,Trimble Inc. - Common Stock,NASDAQ
TRMD,TORM plc - Class A Common Stock,NASDAQ
TRMK,Trustmark Corporation - Common Stock,NASDAQ
TRNR,Interactive Strength Inc. - Common Stock,NASDAQ
TRNS,"Transcat, Inc. - Common Stock",NASDAQ
TRON,Tron Inc. - Common Stock,NASDAQ
TROO,"TROOPS, Inc.  - Ordinary Shares",NASDAQ
TROW,"T. Rowe Price Group, Inc. - Common Stock",NASDAQ
TRS,TriMas Corporation - Common Stock,NASDAQ
TRSG,Tungray Technologies Inc - Class A Ordinary Shares,NASDAQ
TRST,TrustCo Bank Corp NY - Common Stock,NASDAQ
TRUC,VanEck Communication Services TruSector ETF,NASDAQ
TRUD,VanEck Consumer Discretionary TruSector ETF,NASDAQ
TRUF,VanEck Financials TruSector ETF,NASDAQ
TRUG,"TruGolf Holdings, Inc. - Class A Common Stock",NASDAQ
TRUH,VanEck Healthcare TruSector ETF,NASDAQ
TRUP,"Trupanion, Inc. - Common Stock",NASDAQ
TRUT,VanEck Technology TruSector ETF,NASDAQ
TRVG,trivago N.V. - American Depositary Shares,NASDAQ
TRVI,"Trevi Therapeutics, Inc. - Common Stock",NASDAQ
TSAT,Telesat Corporation - Class A Common Shares and Class B Variable Voting Shares,NASDAQ
TSBK,"Timberland Bancorp, Inc. - Common Stock",NASDAQ
TSCM,TimesSquare Quality Mid Cap Growth ETF,NASDAQ
TSCO,Tractor Supply Company - Common Stock,NASDAQ
TSDD,GraniteShares 2x Short TSLA Daily ETF,NASDAQ
TSEL,Touchstone Sands Capital US Select Growth ETF,NASDAQ
TSEM,Tower Semiconductor Ltd. - Ordinary Shares,NASDAQ
TSHA,"Taysha Gene Therapies, Inc. - Common Stock",NASDAQ
TSL,GraniteShares 1.25x Long TSLA Daily ETF,NASDAQ
TSLA,"Tesla, Inc.  - Common Stock",NASDAQ
TSLG,Leverage Shares 2X Long TSLA Daily ETF,NASDAQ
TSLL,Direxion Daily TSLA Bull 2X ETF,NASDAQ
TSLQ,Tradr 2X Short TSLA Daily ETF,NASDAQ
TSLR,GraniteShares 2x Long TSLA Daily ETF,NASDAQ
TSLS,Direxion Daily TSLA Bear 1X ETF,NASDAQ
TSMG,Leverage Shares 2X Long TSM Daily ETF,NASDAQ
TSMU,GraniteShares 2x Long TSM Daily ETF,NASDAQ
TSMX,Direxion Daily TSM Bull 2X ETF,NASDAQ
TSMZ,Direxion Daily TSM Bear 1X ETF,NASDAQ
TSPY,TappAlpha SPY Growth & Daily Income ETF,NASDAQ
TSSI,"TSS, Inc. - Common Stock",NASDAQ
TSUI,21Shares Sui ETF,NASDAQ
TSYX,TSPY Lift ETF,NASDAQ
TSYY,GraniteShares YieldBOOST TSLA ETF,NASDAQ
TTAN,"ServiceTitan, Inc. - Class A Common Stock",NASDAQ
TTD,"The Trade Desk, Inc. - Class A Common Stock",NASDAQ
TTEC,"TTEC Holdings, Inc. - Common Stock",NASDAQ
TTEK,"Tetra Tech, Inc. - Common Stock",NASDAQ
TTEQ,T. Rowe Price Technology ETF,NASDAQ
TTGT,"TechTarget, Inc. - Common Stock",NASDAQ
TTMI,"TTM Technologies, Inc. - Common Stock",NASDAQ
TTRX,Turn Therapeutics Inc. - Common Stock,NASDAQ
TTWO,"Take-Two Interactive Software, Inc. - Common Stock",NASDAQ
TUG,STF Tactical Growth ETF,NASDAQ
TUGN,STF Tactical Growth & Income ETF,NASDAQ
TULP,"Bloomia Holdings, Inc. - Common Stock",NASDAQ
TUR,iShares MSCI Turkey ETF,NASDAQ
TURB,"Turbo Energy, S.A. - American Depositary Shares",NASDAQ
TURF,T. Rowe Price Natural Resources ETF,NASDAQ
TUSK,"Mammoth Energy Services, Inc. - Common Stock",NASDAQ
TVA,Texas Ventures Acquisition III Corp - Class A Ordinary Share,NASDAQ
TVACU,Texas Ventures Acquisition III Corp - Unit,NASDAQ
TVACW,Texas Ventures Acquisition III Corp - Warrants,NASDAQ
TVAI,Thayer Ventures Acquisition Corporation II - Class A Ordinary Shares,NASDAQ
TVAIR,Thayer Ventures Acquisition Corporation II - Rights,NASDAQ
TVAIU,Thayer Ventures Acquisition Corporation II - Unit,NASDAQ
TVGN,Tevogen Bio Holdings Inc. - Common Stock,NASDAQ
TVGNW,Tevogen Bio Holdings Inc. - Warrant,NASDAQ
TVRD,"Tvardi Therapeutics, Inc. - Common Stock",NASDAQ
TVTX,"Travere Therapeutics, Inc. - Common Stock",NASDAQ
TW,Tradeweb Markets Inc. - Class A Common Stock,NASDAQ
TWAV,"TaoWeave, Inc. - Common Stock",NASDAQ
TWFG,"TWFG, Inc. - Common Stock",NASDAQ
TWG,Top Wealth Group Holding Limited - Class A Ordinary Shares,NASDAQ
TWIN,"Twin Disc, Incorporated - Common Stock",NASDAQ
TWLV,Twelve Seas Investment Company III - Class A Ordinary Shares,NASDAQ
TWLVR,Twelve Seas Investment Company III - Rights,NASDAQ
TWLVU,Twelve Seas Investment Company III - Units,NASDAQ
TWST,Twist Bioscience Corporation - Common Stock,NASDAQ
TXG,"10x Genomics, Inc. - Common Stock",NASDAQ
TXMD,"TherapeuticsMD, Inc. - Common Stock",NASDAQ
TXN,Texas Instruments Incorporated - Common Stock,NASDAQ
TXRH,"Texas Roadhouse, Inc. - Common Stock",NASDAQ
TXUE,Thornburg International Equity ETF,NASDAQ
TXUG,Thornburg International Growth Fund ETF,NASDAQ
TXXD,21Shares 2x Long Dogecoin ETF,NASDAQ
TXXS,21Shares 2x Long Sui ETF,NASDAQ
TYGO,"Tigo Energy, Inc. - Common Stock",NASDAQ
TYRA,"Tyra Biosciences, Inc. - Common Stock",NASDAQ
TZOO,Travelzoo - Common Stock,NASDAQ
UAE,iShares MSCI UAE ETF,NASDAQ
UAL,"United Airlines Holdings, Inc. - Common Stock",NASDAQ
UBCP,"United Bancorp, Inc. - Common Stock",NASDAQ
UBND,VictoryShares Core Plus Bond ETF,NASDAQ
UBRL,GraniteShares 2x Long UBER Daily ETF,NASDAQ
UBSI,"United Bankshares, Inc. - Common Stock",NASDAQ
UBXG,U-BX Technology Ltd. - Class A Ordinary Shares,NASDAQ
UCAR,U Power Limited - Class A Ordinary Shares,NASDAQ
UCFI,CN Healthy Food Tech Group Corp. - Common Stock,NASDAQ
UCFIW,CN Healthy Food Tech Group Corp. - Warrant,NASDAQ
UCL,uCloudlink Group Inc. - American Depositary Shares,NASDAQ
UCRD,VictoryShares Corporate Bond ETF,NASDAQ
UCTT,"Ultra Clean Holdings, Inc. - Common Stock",NASDAQ
UCYB,ProShares Ultra Nasdaq Cybersecurity,NASDAQ
UDMY,"Udemy, Inc. - Common Stock",NASDAQ
UECG,Leverage Shares 2x Long UEC Daily ETF,NASDAQ
UEIC,Universal Electronics Inc. - Common Stock,NASDAQ
UEVM,VictoryShares Emerging Markets Value Momentum ETF,NASDAQ
UFCS,"United Fire Group, Inc - Common Stock",NASDAQ
UFG,Uni-Fuels Holdings Limited - Class A Ordinary Shares,NASDAQ
UFIV,US Treasury 5 Year Note ETF,NASDAQ
UFO,Procure Space ETF,NASDAQ
UFPI,"UFP Industries, Inc. - Common Stock",NASDAQ
UFPT,"UFP Technologies, Inc. - Common Stock",NASDAQ
UG,"United-Guardian, Inc. - Common Stock",NASDAQ
UGRO,"urban-gro, Inc. - Common Stock",NASDAQ
UHG,"United Homes Group, Inc - Class A Common Stock",NASDAQ
UHGWW,"United Homes Group, Inc - Warrant",NASDAQ
UITB,VictoryShares Core Intermediate Bond ETF,NASDAQ
UIVM,VictoryShares International Value Momentum ETF,NASDAQ
UK,Ucommune International Ltd  - Ordinary Shares,NASDAQ
ULBI,Ultralife Corporation - Common Stock,NASDAQ
ULCC,"Frontier Group Holdings, Inc. - Common Stock",NASDAQ
ULH,"Universal Logistics Holdings, Inc. - Common Stock",NASDAQ
ULTA,"Ulta Beauty, Inc. - Common Stock",NASDAQ
ULTI,REX IncomeMax Option Strategy ETF,NASDAQ
ULVM,VictoryShares US Value Momentum ETF,NASDAQ
UMBF,UMB Financial Corporation - Common Stock,NASDAQ
UMBFO,"UMB Financial Corporation - Depositary Shares Each Representing a 1/400th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series B",NASDAQ
UMMA,Wahed Dow Jones Islamic World ETF,NASDAQ
UNB,"Union Bankshares, Inc. - Common Stock",NASDAQ
UNCY,"Unicycive Therapeutics, Inc. - Common Stock",NASDAQ
UNHG,Leverage Shares 2X Long UNH Daily ETF,NASDAQ
UNIT,Uniti Group Inc. - Common Stock,NASDAQ
UNIY,WisdomTree Voya Yield Enhanced USD Universal Bond Fund,NASDAQ
UNTY,"Unity Bancorp, Inc. - Common Stock",NASDAQ
UONE,"Urban One, Inc.  - Class A Common Stock",NASDAQ
UONEK,"Urban One, Inc.  - Class D Common Stock",NASDAQ
UPB,"Upstream Bio, Inc. - Common Stock",NASDAQ
UPBD,"Upbound Group, Inc. - Common Stock",NASDAQ
UPC,Universe Pharmaceuticals Inc - Class A Ordinary Shares,NASDAQ
UPGR,Xtrackers US Green Infrastructure Select Equity ETF,NASDAQ
UPLD,"Upland Software, Inc. - Common Stock",NASDAQ
UPSG,Leverage Shares 2X Long UPS Daily ETF,NASDAQ
UPST,"Upstart Holdings, Inc. - Common stock",NASDAQ
UPWK,Upwork Inc. - Common Stock,NASDAQ
UPXI,"Upexi, Inc. - Common Stock",NASDAQ
URBN,"Urban Outfitters, Inc. - Common Stock",NASDAQ
URGN,UroGen Pharma Ltd. - Ordinary Shares,NASDAQ
URNJ,Sprott Junior Uranium Miners ETF,NASDAQ
UROY,Uranium Royalty Corp. - Common Stock,NASDAQ
USAF,Atlas America Fund,NASDAQ
USAR,"USA Rare Earth, Inc. - Common Stock",NASDAQ
USAU,U.S. Gold Corp. - Common Stock,NASDAQ
USCB,"USCB Financial Holdings, Inc.  - Class A Common Stock",NASDAQ
USCL,iShares Climate Conscious & Transition MSCI USA ETF,NASDAQ
USDX,SGI Enhanced Core ETF,NASDAQ
USEA,United Maritime Corporation - Common Stock,NASDAQ
USEG,U.S. Energy Corp. - Common Stock,NASDAQ
USFI,BrandywineGLOBAL - U.S. Fixed Income ETF,NASDAQ
USGG,Leverage Shares 2X Long USAR Daily ETF,NASDAQ
USGO,U.S. GoldMining Inc. - Common stock,NASDAQ
USGOW,U.S. GoldMining Inc. - Warrant,NASDAQ
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,NASDAQ
USIN,WisdomTree 7-10 Year Laddered Treasury Fund,NASDAQ
USIO,"Usio, Inc. - Common Stock",NASDAQ
USLM,"United States Lime & Minerals, Inc. - Common Stock",NASDAQ
USMC,Principal U.S. Mega-Cap ETF,NASDAQ
USOI,"ETRACS Crude Oil Shares Covered Call ETNs due April 24, 2037",NASDAQ
USOY,Defiance Oil Enhanced Options Income ETF,NASDAQ
USRD,Themes US R&D Champions ETF,NASDAQ
USSH,WisdomTree 1-3 Year Laddered Treasury Fund,NASDAQ
USTB,VictoryShares Short-Term Bond ETF,NASDAQ
USVM,VictoryShares US Small Mid Cap Value Momentum ETF,NASDAQ
USVN,US Treasury 7 Year Note ETF,NASDAQ
USXF,iShares ESG Advanced MSCI USA ETF,NASDAQ
UTEN,US Treasury 10 Year Note ETF,NASDAQ
UTHR,United Therapeutics Corporation - Common Stock,NASDAQ
UTHY,US Treasury 30 Year Bond ETF,NASDAQ
UTMD,"Utah Medical Products, Inc. - Common Stock",NASDAQ
UTRE,US Treasury 3 Year Note ETF,NASDAQ
UTSI,UTStarcom Holdings Corp - Ordinary Shares,NASDAQ
UTWO,US Treasury 2 Year Note ETF,NASDAQ
UTWY,US Treasury 20 Year Bond ETF,NASDAQ
UUUG,Leverage Shares 2X Long UUUU Daily ETF,NASDAQ
UVSP,Univest Financial Corporation - Common Stock,NASDAQ
UXIN,Uxin Limited - American Depositary Shares,NASDAQ
UYLD,Angel Oak UltraShort Income ETF,NASDAQ
UYSC,UY Scuti Acquisition Corp. - Ordinary Shares,NASDAQ
UYSCR,UY Scuti Acquisition Corp. - Rights,NASDAQ
UYSCU,UY Scuti Acquisition Corp. - Units,NASDAQ
VABK,Virginia National Bankshares Corporation - Common Stock,NASDAQ
VACH,Voyager Acquisition Corp - Class A Ordinary Shares,NASDAQ
VACHU,Voyager Acquisition Corp - Unit,NASDAQ
VACHW,Voyager Acquisition Corp - Warrants,NASDAQ
VALG,Leverage Shares 2X Long VALE Daily ETF,NASDAQ
VALN,Valneva SE - American Depositary Shares,NASDAQ
VALU,"Value Line, Inc. - Common Stock",NASDAQ
VANI,"Vivani Medical, Inc.  - Common Stock",NASDAQ
VAVX,VanEck Avalanche ETF,NASDAQ
VBCA,Vanguard Target Maturity 2027 Corporate Bond ETF,NASDAQ
VBCB,Vanguard Target Maturity 2028 Corporate Bond ETF,NASDAQ
VBCC,Vanguard Target Maturity 2029 Corporate Bond ETF,NASDAQ
VBCD,Vanguard Target Maturity 2030 Corporate Bond ETF,NASDAQ
VBCE,Vanguard Target Maturity 2031 Corporate Bond ETF,NASDAQ
VBCF,Vanguard Target Maturity 2032 Corporate Bond ETF,NASDAQ
VBCG,Vanguard Target Maturity 2033 Corporate Bond ETF,NASDAQ
VBCH,Vanguard Target Maturity 2034 Corporate Bond ETF,NASDAQ
VBCI,Vanguard Target Maturity 2035 Corporate Bond ETF,NASDAQ
VBCJ,Vanguard Target Maturity 2036 Corporate Bond ETF,NASDAQ
VBIL,Vanguard 0-3 Month Treasury Bill ETF,NASDAQ
VBIX,Viewbix Inc. - Common Stock ,NASDAQ
VBNK,VersaBank - Common Shares,NASDAQ
VC,Visteon Corporation - Common Stock,NASDAQ
VCEL,Vericel Corporation - Common Stock,NASDAQ
VCIG,VCI Global Limited - Ordinary Share,NASDAQ
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,NASDAQ
VCLT,Vanguard Long-Term Corporate Bond ETF,NASDAQ
VCRB,Vanguard Core Bond ETF,NASDAQ
VCSH,Vanguard Short-Term Corporate Bond ETF,NASDAQ
